message,label
Yup ok...,Promotional
I want to see your pretty pussy...,Promotional
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,Spam
"A few people are at the game, I'm at the mall with iouri and kaila",Promotional
URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,Spam
You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,Promotional
Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,Promotional
I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,Promotional
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,Promotional
Hey come online! Use msn... We are all there,Promotional
I'm fine. Hope you are good. Do take care.,Promotional
Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,Promotional
Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,Promotional
Yar... I tot u knew dis would happen long ago already.,Promotional
You are gorgeous! keep those pix cumming :) thank you!,Promotional
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",Promotional
JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,Promotional
Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),Promotional
So what u doing today?,Promotional
I said its okay. Sorry,Promotional
Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,Promotional
Networking job is there.,Promotional
goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,Promotional
Dont let studying stress you out. L8r.,Promotional
That's y u haf 2 keep me busy...,Promotional
No rushing. I'm not working. I'm in school so if we rush we go hungry.,Promotional
Which channel:-):-):):-).,Promotional
So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,Promotional
Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,Spam
"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",Promotional
I'm hungry buy smth home...,Promotional
"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",Promotional
My drive can only be read. I need to write,Promotional
"Just looked it up and addie goes back Monday, sucks to be her",Promotional
Happy new year. Hope you are having a good semester,Promotional
Esplanade lor. Where else...,Promotional
Can you talk with me..,Promotional
"Hmph. Go head, big baller.",Promotional
Well its not like you actually called someone a punto. That woulda been worse.,Promotional
"Nope. Since ayo travelled, he has forgotten his guy",Promotional
You still around? Looking to pick up later,Promotional
CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16,Spam
There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,Promotional
Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!,Promotional
ILL B DOWN SOON,Promotional
Oh k. . I will come tomorrow,Promotional
Go fool dont cheat others ok,Promotional
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",Promotional
"By the way, 'rencontre' is to meet again. Mountains dont....",Promotional
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,Spam
U attend ur driving lesson how many times a wk n which day?,Promotional
"Uncle G, just checking up on you. Do have a rewarding month",Promotional
Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,Promotional
I think the other two still need to get cash but we can def be ready by 9,Promotional
Hey gals...U all wanna meet 4 dinner at nìte?,Promotional
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,Promotional
Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,Promotional
Great! How is the office today?,Promotional
"It's cool, we can last a little while. Getting more any time soon?",Promotional
:-( sad puppy noise,Promotional
Yes its possible but dint try. Pls dont tell to any one k,Promotional
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,Promotional
Where you. What happen,Promotional
I was gonna ask you lol but i think its at 7,Promotional
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,Transactional
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,Promotional
Go chase after her and run her over while she's crossing the street,Promotional
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),Promotional
Is there coming friday is leave for pongal?do you get any news from your work place.,Promotional
Hey... Very inconvenient for your sis a not huh?,Promotional
Ok i vl..do u know i got adsense approved..,Promotional
"* Was really good to see you the other day dudette, been missing you!",Promotional
I want to go to perumbavoor,Promotional
How many times i told in the stage all use to laugh. You not listen aha.,Promotional
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,Promotional
(You didn't hear it from me),Promotional
Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,Promotional
Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,Promotional
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,Promotional
She ran off with a younger man. we will make pretty babies together :),Promotional
Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,Spam
O ic lol. Should play 9 doors sometime yo,Promotional
"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",Promotional
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",Promotional
Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,Promotional
Hmmm.still we dont have opener?,Promotional
Yeah so basically any time next week you can get away from your mom &amp; get up before 3,Promotional
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",Promotional
I will vote for wherever my heart guides me,Promotional
With my sis lor... We juz watched italian job.,Promotional
"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",Promotional
Lmao you know me so well...,Promotional
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,Promotional
Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,Promotional
Goodnight da thangam I really miss u dear.,Promotional
Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,Spam
"Geeeee ... Your internet is really bad today, eh ?",Promotional
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,Spam
I think i am disturbing her da,Promotional
"Sorry, I'll call you  later. I am in meeting sir.",Promotional
Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,Spam
Ok i also wan 2 watch e 9 pm show...,Promotional
I dunno lei... Like dun haf...,Promotional
But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,Promotional
I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,Promotional
83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541,Spam
Talk to g and x about that,Promotional
Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),Promotional
5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,Promotional
As in different styles?,Promotional
WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,Spam
Gud ni8 dear..slp well..take care..swt dreams..Muah..,Promotional
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,Promotional
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",Spam
"Well, i'm glad you didn't find it totally disagreeable ... Lol",Promotional
"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",Promotional
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,Spam
Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,Promotional
"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",Spam
Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),Promotional
Aiya we discuss later lar... Pick ü up at 4 is it?,Promotional
Hey happy birthday...,Promotional
Sorry i missed your call. Can you please call back.,Promotional
Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,Promotional
"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",Promotional
I wont do anything de.,Promotional
What type of stuff do you sing?,Promotional
"St andre, virgil's cream",Promotional
No no. I will check all rooms befor activities,Promotional
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",Promotional
Gokila is talking with you aha:),Promotional
"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",Promotional
K.k.this month kotees birthday know?,Promotional
But i'm really really broke oh. No amount is too small even  &lt;#&gt;,Promotional
Sorry about that this is my mates phone and i didnt write it love Kate,Promotional
"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",Spam
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",Promotional
"Aight, call me once you're close",Promotional
Nope thats fine. I might have a nap tho!,Promotional
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,Transactional
In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,Promotional
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",Spam
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,Spam
Ding me on ya break fassyole! Blacko from londn,Promotional
I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,Promotional
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",Promotional
Oh you got many responsibilities.,Promotional
You have 1 new message. Please call 08715205273,Promotional
I've reached sch already...,Promotional
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,Spam
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,Promotional
Argh why the fuck is nobody in town ;_;,Promotional
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",Promotional
Thanks. Fills me with complete calm and reassurance!,Promotional
Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,Promotional
Are you driving or training?,Promotional
Lol for real. She told my dad I have cancer,Promotional
PRIVATE! Your 2003 Account Statement for 078,Promotional
"Oops I did have it,  &lt;#&gt; ?",Promotional
NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,Promotional
"Hi Chikku, send some nice msgs",Promotional
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",Promotional
"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",Promotional
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",Promotional
Cuz ibored. And don wanna study,Promotional
Wot about on wed nite I am 3 then but only til 9!,Promotional
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",Promotional
Any way where are you and what doing.,Promotional
That sucks. I'll go over so u can do my hair. You'll do it free right?,Spam
it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;,Promotional
"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",Promotional
Sday only joined.so training we started today:),Promotional
Sorry * was at the grocers.,Promotional
There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,Promotional
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",Spam
Yup... I havent been there before... You want to go for the yoga? I can call up to book,Promotional
Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,Promotional
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,Promotional
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,Spam
Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,Promotional
Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,Promotional
I'm in office now da:)where are you?,Promotional
Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,Promotional
Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,Promotional
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,Spam
K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),Spam
Pls call me da. What happen.,Promotional
"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",Promotional
No problem with the renewal. I.ll do it right away but i dont know his details.,Promotional
Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,Promotional
Haven't left yet so probably gonna be here til dinner,Promotional
"Like  &lt;#&gt; , same question",Promotional
MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,Promotional
"Sir, I need Velusamy sir's date of birth and company bank facilities details.",Promotional
K k:) sms chat with me.,Promotional
I will come with karnan car. Please wait till 6pm will directly goto doctor.,Promotional
No but the bluray player can,Promotional
Ok... Then r we meeting later?,Promotional
Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,Promotional
Just send a text. We'll skype later.,Promotional
Ok leave no need to ask,Promotional
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",Promotional
Ü still got lessons?  Ü in sch?,Promotional
Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,Promotional
Oh did you charge camera,Promotional
"I‘ve got some salt, you can rub it in my open wounds if you like!",Promotional
Now i'm going for lunch.,Promotional
I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,Promotional
Oh k. . I will come tomorrow,Promotional
"Aight, text me tonight and we'll see what's up",Promotional
U 2.,Promotional
Water logging in desert. Geoenvironmental implications.,Promotional
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,Promotional
Company is very good.environment is terrific and food is really nice:),Promotional
"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u",Promotional
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,Spam
"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please",Promotional
"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",Promotional
K sure am in my relatives home. Sms me de. Pls:-),Promotional
I sent them. Do you like?,Promotional
"Fuuuuck I need to stop sleepin, sup",Promotional
I'm in town now so i'll jus take mrt down later.,Promotional
I just cooked a rather nice salmon a la you,Promotional
I uploaded mine to Facebook,Promotional
WHAT TIME U WRKIN?,Promotional
Okie,Promotional
ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,Spam
Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,Spam
"Sorry, I'll call later",Promotional
Oh oh... Den muz change plan liao... Go back have to yan jiu again...,Promotional
"It's wylie, you in tampa or sarasota?",Promotional
Ok... Take ur time n enjoy ur dinner...,Promotional
Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,Promotional
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",Spam
I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,Spam
She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,Promotional
Ugh my leg hurts. Musta overdid it on mon.,Promotional
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,Promotional
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",Spam
WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,Promotional
Me fine..absolutly fine,Promotional
How come she can get it? Should b quite diff to guess rite...,Promotional
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,Spam
I will reach ur home in  &lt;#&gt;  minutes,Promotional
"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",Promotional
Hi.what you think about match?,Promotional
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",Promotional
Dai i downloaded but there is only exe file which i can only run that exe after installing.,Promotional
It is only yesterday true true.,Promotional
K.k.how is your business now?,Promotional
3 pa but not selected.,Promotional
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,Promotional
I keep ten rs in my shelf:) buy two egg.,Promotional
I am late. I will be there at,Promotional
Well thats nice. Too bad i cant eat it,Promotional
I accidentally brought em home in the box,Promotional
Pls she needs to dat slowly or she will vomit more.,Promotional
I have to take exam with in march 3,Promotional
"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",Promotional
5 nights...We nt staying at port step liao...Too ex,Promotional
If I die I want u to have all my stuffs.,Promotional
OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,Promotional
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,Promotional
Prabha..i'm soryda..realy..frm heart i'm sory,Promotional
I re-met alex nichols from middle school and it turns out he's dealing!,Promotional
PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,Promotional
It means u could not keep ur words.,Promotional
"Nope, I'm still in the market",Promotional
I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,Promotional
YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,Spam
Hey what how about your project. Started aha da.,Promotional
Ok cool. See ya then.,Promotional
Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,Promotional
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,Promotional
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,Promotional
Yeah I can still give you a ride,Promotional
"Jay wants to work out first, how's 4 sound?",Promotional
"Gud gud..k, chikku tke care.. sleep well gud nyt",Promotional
Its a part of checking IQ,Promotional
Hmm thinking lor...,Promotional
Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,Promotional
thanks for the temales it was wonderful. Thank. Have a great week.,Promotional
Thank you princess! I want to see your nice juicy booty...,Promotional
Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,Promotional
Gud ni8 dear..slp well..take care..swt dreams..Muah..,Promotional
U come n search tat vid..not finishd..,Promotional
"K I'm leaving soon, be there a little after 9",Promotional
Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,Spam
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",Promotional
You do your studies alone without anyones help. If you cant no need to study.,Promotional
Please tell me not all of my car keys are in your purse,Promotional
I didnt get anything da,Promotional
Ok... Sweet dreams...,Promotional
Well she's in for a big surprise!,Promotional
"As usual..iam fine, happy &amp; doing well..:)",Promotional
1 in cbe. 2 in chennai.,Promotional
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,Promotional
If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,Promotional
I absolutely LOVE South Park! I only recently started watching the office.,Promotional
Did you see that film:),Promotional
Pls speak with me. I wont ask anything other then you friendship.,Promotional
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",Promotional
Gud ni8.swt drms.take care,Promotional
HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,Promotional
Anything lar then ü not going home 4 dinner?,Promotional
"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx",Promotional
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",Spam
Did u fix the teeth?if not do it asap.ok take care.,Promotional
So u wan 2 come for our dinner tonight a not?,Promotional
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",Promotional
Its too late:)but its k.wish you the same.,Promotional
"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",Promotional
Oh yeah clearly it's my fault,Promotional
Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,Promotional
"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",Promotional
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,Spam
"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",Promotional
"Vikky, come around  &lt;TIME&gt; ..",Promotional
"And how you will do that, princess? :)",Promotional
I have gone into get info bt dont know what to do,Promotional
"Yeah, probably here for a while",Promotional
Sent me ur email id soon,Promotional
"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",Spam
I'm still pretty weak today .. Bad day ?,Promotional
Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,Promotional
An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),Promotional
Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,Promotional
Dear where you. Call me,Promotional
Xy trying smth now. U eat already? We havent...,Promotional
Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,Spam
I donno its in your genes or something,Promotional
XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,Spam
Alex says he's not ok with you not being ok with it,Promotional
Are u coming to the funeral home,Promotional
My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,Promotional
I.ll hand her my phone to chat wit u,Promotional
Well good morning mr . Hows london treatin' ya treacle?,Promotional
I can't make it tonight,Promotional
At WHAT TIME should i come tomorrow,Promotional
About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,Promotional
"I can. But it will tell quite long, cos i haven't finish my film yet...",Promotional
Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,Promotional
Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?,Spam
Ill be at yours in about 3 mins but look out for me,Promotional
What you did in  leave.,Promotional
I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,Promotional
"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",Promotional
"yeah, that's what I was thinking",Promotional
K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,Promotional
Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,Promotional
